Sentence,Sentiment
altogeth capman employ approxim peopl in helsinki stockholm copenhagen oslo moscow and luxembourg,neutral
no financi detail were avail,neutral
the compani said it observ a current stabilis in price and there is potenti for higher price for deliveri in the first quarter of,positive
yahoo stock is up to as the bid war pick up for the compani yhoo,positive
food sale total eur mn in octob repres a decreas of from octob,negative
under the agreement geosentr will provid gypsii-pow hotel inform and reserv servic to visitor to china includ such popular citi as beij and shanghai,positive
revenu for the quarter total billion down percent from billion in the fourth quarter in,negative
thus the group s balanc sheet will have about eur m of goodwil the compani ad,neutral
the compani has employe and annual sale of approxim eurm,neutral
outotec s scope of deliveri includ design basic engin and suppli of proprietari equip for a sinter plant with a grate area of squar meter,neutral
rimm spx nya compq djia all go down,negative
qcor a littl pullback is fine but if this eras all of today gain i cannot believ the manipul it capabl of,negative
howev the rapid increas cost and the strengthen of the euro were challeng for the whole industri and they impact on our result,negative
the compani generat net sale of about mln euro mln annual and employ,neutral
dealer said the share was larg hit by investor disappoint about a refin margin of just usd per barrel for the quarter and the perform of it ship unit which saw ebit drop to mln eur from mln eur a year amid a fall in volum and tanker rate,negative
at pm the omx helsinki was pct lower at and the omx helsinki was down pct at on volum of mln eur,negative
also a six-year histor analysi is provid for these market,neutral
oper profit exclud non-recur item total eur mn compar to eur mn in the correspond period in,negative
it estim the oper profit to further improv from the third quarter,positive
kndi break that hod on volum and we have a nice consolid complet for anoth run,positive
earn per share were eur - -,neutral
lcs s servic cover the whole life cycl of softwar and inform system from process model and tailor softwar develop to host servic solut manag mainten and support,neutral
payment for acquir share will be made in cash and the price per share will be eur plus an administr fee,neutral
intertek group announc strateg updat outlin it plan,neutral
the board further said the compani omit to tender for a substanti part of the work and as such they had right been found non-respons by the evalu team,neutral
us-bas t corp is in talk with scandinavian telecom compani teliasonera to sell it stake in uzbek cellular oper coscom an execut at coscom told interfax,neutral
kone share drop percent to xac us in helsinki,negative
accord to scanfil demand for telecommun network product has fluctuat signific in the third quarter of and the situat is expect to remain unstabl for the rest of the year,negative
the line will run fulli underground and will compris station which will be execut in two implement stage,neutral
i am not optimist about amzn both fundement and chart look like poopoo this quarter,negative
pretax profit rose to eur mn from eur mn in the correspond period in,positive
the estonian electron compon factori elcoteq is run out of materi becaus of the closur of air traffic,negative
aapl im sure those short are hold their breath hope for a miracl lol,positive
therefor the compani s result will remain weaker than that of,negative
the ministri of water in tanzania has award poyri a water and sanit engin assign for the rehabilit and extens of water suppli and sanit infrastructur in bukoba and musoma situat at lake victoria in northern tanzania,positive
valeant ceo pledg to heed critic after pain experi,negative
last year upm cut product close mill in finland and slash job,neutral
in finland sampo bank now part of the dansk bank group will lay off staff from the administr and support function,negative
dug week stochast final start to turn up after long consolid buy here,positive
