,Sentence,Sentiment
371,that bearish outsid day tuesday is signific day resist still intact just my opinion sds,negative
372,all right reserv,neutral
373,it will be oper by nokia and support by it nokia netact network and servic manag system,neutral
374,mr priit kasak balti metsamasina s owner said the rakvere-bas compani wish to increas valmet s market share from to a third in a coupl of year,positive
375,shire see baxalta deal close as expect after new rule,positive
376,sainsburi cfo roger to replac home retail ceo walden,neutral
377,marathon now has a percent stake in plx it said accord to bloomberg,neutral
378,simmon elect dcuc chairman portsmouth nh-gordon a simmon ceo of servic credit union has been elect chairman of the defens credit union council for the - term,neutral
379,sanoma news advertis sale decreas by dure the year,negative
380,pharmaceut market in czech republ global research data servic publish recent a market analysi about the pharmaceut market in czech republ,neutral
381,finnish construct compani yit is reduc the number of start-up of market-financ residenti unit in to about from the previous announc,neutral
382,cash flow from oper for the most recent quarter also reach a eight year low,neutral
383,tietoen was down pct to extend recent low after last week s second-quart report dealer said,negative
384,the maritim administr said the ship had ignor warn about the ici condit,negative
385,synergi pharma soar today on posit phase result sgyp,positive
386,oper profit rose to eur mn from eur mn in the correspond period in,positive
387,make matter more difficult the compani said it has been grappl with higher oil and gas price which have push up the cost of energi raw materi and transport,negative
388,vrtx vertex month -lower hilow lo long term uptrend intract so far,positive
389,financi detail were not disclos,neutral
390,these includ softwar develop for internet and mobil telephon content communic value-ad softwar financi servic secur applic system integr and electron ebrd inform,neutral
391,yit lodg counter claim against nest oil total some eurm primarili base on work carri out under the contract and addit cost incur due to prolong of the project,neutral
392,should you follow berkshir hathaway into appl stock,neutral
393,the total amount of subscript price was record in the fund for invest non-restrict equiti,neutral
394,tsla th wave down on the hour chart hammer candl develop close to sma might be a good spot for call,positive
395,strongest growth was seen in the new market in russia the czech republ and slovakia,positive
396,the tower s engin have creat an degre westward lean - four time the inclin on the lean tower of pisa - use diagrid structur that are align geometr use tekla structur bim build inform model softwar,neutral
397,amer which bought salomon from adida in octob said the job cut are aim at boost competit,neutral
398,acando ab acanb ss fell percent to kronor the lowest close sinc dec,negative
399,with the measur suominen corpor aim to ensur the competit of the flexibl packag busi in the long term,positive
400,ifhedieshedi bullhorn znga short are get nervous,positive
401,the financi statement releas will be avail after publish on the compani s internet page at,neutral
402,the world of glass is come to egypt and we invit visitor from all around the world to attend glass world exhibit regist now at,neutral
403,compar oper profit total eur mn down from eur mn in the correspond period in repres of net sale,negative
404,most of the raw materi come from europ and the us and are paid in euro or us dollar while sale take place in rubl,neutral
405,adpnew - may - finnish cutleri and hand tool maker fiskar oyj abp hel fisa said today it net profit declin to eur million usd m in the first quarter of from eur million in the correspond,neutral
406,a maximum of new share can further be subscrib for by exercis b option under the stock option plan,neutral
407,it inspect the compani strateg strength and weak,neutral
408,no plan close date was provid,neutral
409,the lemminkainen group headquart in helsinki finland oper in all sector of the construct industri civil engin build contract technic build servic and the build materi industri,neutral
410,the implement of the deal is subject to the approv by the finnish competit author,neutral
411,microsoft also churn up it courtship agre to use the navteq map servic which is offer by a compani nokia bought for billion a few year ago,positive
412,the geosolut team further provid an intrigu new technolog combin gps and mobile-bas technolog togeth with internet-bas social network,neutral
413,the c expo is a signatur show in dongguan which is support by the dongguan municip govern everi year featur comput accessori softwar communic and network product,neutral
414,pharmaceut - poland this brand-new market analysi give a clear overview of the actual situat and futur outlook of the pharmaceut market in poland,neutral
415,trade in the new share which have right to dividend and other distribut of fund will start on the exchang in helsinki tomorrow,neutral
