,Sentence,Sentiment
333,The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars in the east of the country where it already operates a hook manufacturing and distribution unit,neutral
334,The firm is headquartered in Vantaa southern Finland and has employees,neutral
335,At pm the OMX Helsinki was pct lower at and the OMX Helsinki was down pct at on volume of mln eur,neutral
336,We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis in the company of many of the largest software vendors in the world,positive
337,Westpac Banking Corp - Is to issue a benchmark year FRN deal in Euros,neutral
338,Includes company and brand share data by category as well as distribution channel data,neutral
339,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register,neutral
340,AAPL price momentum weakening going into the close,negative
341,Through the acquisition Solteq will expand its solutions offering by Microsoft s Dynamics business software products,positive
342,The company s profit totaled Ls,neutral
343,LEED is an internationally recognized green building certification system developed by the US Green Building Council,neutral
344,However its market share shrank to per cent from per cent a year earlier,negative
345,TalkTalk hires BAE Systems to investigate cyber attack,negative
346,Looks like its booking a one way ticket to its week MA near Losing week here LULU,neutral
347,FTSE led lower by MS GlaxoSmithKline,negative
348,The exercise price of the option will be based on Safran Software Solutions license and maintenance sales as well as the result of the company,neutral
349,Full-year operating result for was million negative,negative
350,The company said production volumes so far indicate the circuit is capable of the targeted output rate of tonnes per day or million tonnes a year,neutral
351,Jun Boy Genius Report delivered by Newstex -- The Nokia NYSE NOK N huh,neutral
352,We have come out with a decision which is based on our preliminary economic operational and environmental findings Karvinen said,neutral
353,The new majority owners of Aspocomp Thailand Co Ltd are certain private persons belonging to immediate circle of Aspocomp s present Joint Venture partner Saha Pathana Inter-Holding Plc,neutral
354,Some mln euro mln of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of new Ixonos shares,neutral
355,Established in the SRV Group is a private Finnish construction concern with operations in Finland the Baltic countries and Russia,neutral
356,The business section also includes Ahlstrom s sustainability report,neutral
357,£lemiste City is the environment for a knowledge-based economy providing work for people with the total turnover of its companies amounting to EEK bn said £lo Pñrnits chairman of the supervisory board of £lemiste City and Mainor,neutral
358,Jacobs has been supporting Storengy s investment of developing storage sites since as owner s engineer,neutral
359,The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator including a divestment of its holding,neutral
360,Sainsburys Asda Tesco and Morrisons will all cut petrol prices as oil falls,negative
361,Barclays sells benchmark indices unit to Bloomberg,positive
362,Operating profit in the fourth quarter fell to EURm from EURm a year earlier,neutral
363,Finnish forestry company UPM-Kymmene and waste management company Lassila Tikanoja said on Jan they were planning to produce ethanol and energy from commercial and industrial waste,neutral
364,ISMS does not disclose its financial results the daily said,neutral
365,The contract covers the manufacturing surface-treatment and installation of the steel structures,neutral
366,Finnish metal industry solutions supplier Outotec Oyj net profit rose to mln euro mln for the first nine months of from mln euro mln for the same period of,positive
367,Under the deal Know IT will pay SEKm USD m-EUR m in cash and stock,neutral
368,For the first nine months of the company s net profit rose to EURm from EURm for the corresponding period of,positive
369,AAPL DMA turned up MACD crossover a half-a-hair away on the weekly EOD break out likely,positive
370,Protalix has million in cash and no sales,neutral
371,That bearish outside day Tuesday is significant day resistance still intact just my opinion SDS,negative
372,All rights reserved,neutral
373,It will be operated by Nokia and supported by its Nokia NetAct network and service management system,neutral
374,Mr Priit Kasak Balti Metsamasina s owner said the Rakvere-based company wishes to increase Valmet s market share from to a third in a couple of years,positive
375,Shire Sees Baxalta Deal Closing as Expected After New Rules,positive
376,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neutral
377,Marathon now has a percent stake in PLX it said according to Bloomberg,neutral
378,Simmons Elected DCUC Chairman PORTSMOUTH NH-Gordon A Simmons CEO of Service Credit Union has been elected chairman of the Defense Credit Union Council for the - term,neutral
379,Sanoma News advertising sales decreased by during the year,negative
380,Pharmaceutical market in Czech Republic Global Research Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic,neutral
381,Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in to about from the previously announced,neutral
382,Cash Flow from Operations for the most recent quarter also reached a eight year low,neutral
